fax:+97419225473,+64148830714,+48789586032,+96107731855,+30219995146,+09123191909,+50743153091,+31685368527,+00424710945,+33445828404,+92129017323,+91705811170,+20123821164,+86760513054,+79118183015,+43260776004,+83137379647,+39427025744,+69112806052,+53822743363,+84209243077,+89944372886,+33299658366,+70711258925,+29104995077,+25775142946,+83005248082,+35877947550,+93724954950,+90527785378,+18474417958,+99704413594,+51319608682,+33751005548,+01017656121,+12962794118,+73134030733,+73627478946,+83366345281,+16752779855,+52000334254,+34123440556,+83582726206,+15435743263,+91287266318,+30886735832,+03307615991,+08201909101,+15771459537,+91743872502,+83545169217,+10579011474,+72699208399,+27315805708,+09746249425,+95726514430,+54559583461,+28821714555,+16121914098,+23598661131,+65208303625,+08220820980,+92435517198,+15278885377,+37034134596,+42199102853,+55443045700,+06394018200,+73851449116,+64905896801,+47225017096,+10060251566,+67627955416,+45359483992,+94677895364,+05595842703,+81990232096,+99223780088,+93450344059,+41441391080,+15223903031,+37433723877,+81285398949,+96777323997,+20954222219,+03163073535,+77406172513,+41381210209,+32651065046,+23569010582,+25248483872,+52481735058,+73137984064,+69723782901,+92786765512,+49631188375,+82701496237,+28386653613,+45659192382,+96237920109,+54186118040;
fax:+58645934209,+85908472571,+17564931993,+48051987318,+09766410038,+39708031466,+41695583101,+73419060607,+71877777423,+95304313774,+04373983341,+26371916752,+85578094294,+03462850963,+85432434172,+19201907485,+92592735851,+48845952971,+80772601752,+39387685142,+91151200680,+55918939069,+72694598254,+05447614547,+58434321151,+32983329612,+26168274297,+49301090661,+34989389390,+69971320528,+47649419807,+33559724273,+64349073528,+68063226952,+47750895340,+02990600274,+26347612477,+51522398272,+86587144635,+66283714742,+72589211177,+96001154240,+80592725797,+09950705762,+42075556282,+32641603414,+17376656578,+27959368643,+47858850403,+54261113093,+68769298050,+32980884460,+57190429808,+85840287273,+27866165830,+65103693063,+77548145808,+18623422447,+98624785339,+67348840262,+62566965693,+88236662683,+04533842899,+82002743619,+31020135806,+07092792940,+38394525604,+75494728817,+09597486918,+89731594866,+12058468062,+79375362893,+38014425413,+65012134325,+47940400587,+12581707221,+16214978570,+77049677092,+42851497267,+38347396946,+25992088333,+39324393920,+60172900414,+86631176957,+31911554219,+44355280840,+28186262811,+16771712605,+00499634791,+26006708046,+05247125711,+88061341431,+42140698499,+67485872574,+49262329898,+10307202835,+58743019037,+96416018306,+33919948531,+26710228748,+84217702051;
sms:+51198704737,+13833540383,+96501057034,+09312545404,+83614440565,+02971701449,+78162884834,+91915414041,+00114550931,+85577266590,+35642410925,+43580943984,+67593164023,+14133299738,+14774652368,+17273219258,+28847320547,+81801176892,+19327473062,+79315108188,+22254671190,+49464061020,+83669585115,+45733279423,+22926236409,+47338511278,+60464844575,+75092044535,+48348531966,+93412763487,+82726476988,+48915097500,+71839951705,+39630928688,+35580025291,+51418231453,+80928032800,+62190706524,+47597912563,+18636962746,+07617724355,+90586737625,+97655499464,+65771024221,+14150447914,+04551593833,+25738405870,+44238150499,+03702983695,+31500381502,+11739304495,+96466418323,+97992231601,+76709400487,+82998547705,+01489672292,+73053436368,+73216070094,+83536294317,+00845944233,+78922106815,+50254381435,+36612470149,+03016169690,+50689513568,+00709041917,+40423116351,+40028488066,+80346064389,+93043746867,+24266952188,+10349566030,+56927542961,+97517423450,+02265283303,+89857809235,+92475411450,+89008079303,+00697817676,+96860047805,+10149331250,+80473347404,+87650327122,+79864614960,+65914835518,+77092702397,+45169831481,+75666225921,+69738995392,+55608460959,+45935567645,+67495327227,+10976411234,+64822073588,+46568446743,+54089889552,+97790538294,+93157698993,+09959622869,+62928835746,+51054494753;
tel:+68049241299,+74352886278,+74130220837,+75506046615,+47899884846,+86975673917,+05487881405,+13430155073,+59952387406,+28352615627,+17554509117,+81102324435,+02289307519,+09540564575,+50034877156,+66125668792,+74073685649,+72988042961,+90492533787,+12138684281,+20693192015,+73166248018,+18265597417,+44552639614,+92073702437,+24237736345,+84261114894,+11617796789,+05200938155,+58841309168,+12876328682,+28749676612,+73868646398,+20720295447,+11453021573,+85904792551,+54481074519,+63010079349,+82955923306,+22783960258,+44125026666,+99042646985,+88274296183,+65810116645,+48496388883,+39980725127,+09524345752,+08781116924,+23877372113,+83571558620,+33678805327,+36457798172,+64209866610,+69791775166,+90835488818,+22169755125,+15960849406,+17232091781,+49197880868,+05681386309,+82932554442,+58318654720,+24784036115,+34360367655,+97115430684,+24611749136,+12792710123,+43394256004,+09488413248,+58748452004,+93162915276,+14559448915,+96501739192,+65578640088,+19590384866,+54672884027,+51180986967,+57506143508,+03074749100,+82463857424,+44614841109,+16092256543,+81189449179,+97822294212,+50729609880,+60775248483,+46891164587,+99436451359,+31590816054,+10269789816,+68703122415,+44532233214,+60793734859,+17823080669,+74558817865,+51881162570,+34970782498,+65319492581,+24410765479,+33588198462,+43359448174;
sms:+15632558510,+87770773771,+78565808155,+42271503178,+50097251419,+27926810411,+93520861216,+43722102634,+14843726711,+26399714969,+98913356670,+68205816011,+91212464622,+18542683929,+28185671074,+33668994840,+77289261854,+36369892524,+20863881811,+72934820685,+59192907631,+29300570730,+65020442346,+83035179514,+58497608012,+53690447538,+33374481825,+38126797799,+24187379340,+60318364523,+71955458169,+28223272002,+96879727671,+01825161695,+03334316795,+21949536122,+44836332054,+76509317028,+73167899662,+09237550422,+36433796387,+19776202484,+96724162399,+88042824545,+24410050040,+31730908355,+58587697516,+28703168169,+95839512687,+72864713596,+91060100163,+99642463374,+77891653561,+32940515896,+16131478587,+98893110883,+74772778660,+08996324272,+08777864164,+90693280481,+65700048429,+94137376076,+07530990065,+81276021987,+38745193846,+12116598810,+34418121126,+84327348650,+92999766094,+86283108741,+26843305390,+62725862759,+57813152667,+30887139745,+75488917702,+07021811187,+11062437511,+63444388950,+75954432331,+68096945035,+47395980425,+57914918461,+09226089844,+71337381241,+88918763226,+81524792546,+48677362556,+64712286052,+67773971552,+28225584397,+06196067620,+50499010883,+81706058497,+59890901591,+38451448467,+40822209879,+83389094258,+02522241137,+87978201350,+04086801076,+80605580676;
fax:+13683471925,+56214875692,+34367913401,+44382721056,+28386986640,+90329985207,+20117729776,+41425111602,+91583580810,+37472327725,+97327722857,+85034734891,+40221736509,+56134090133,+89641254470,+62847465725,+03543582859,+88788682179,+49178856294,+01372164469,+39823189212,+86132979929,+65113889985,+24450392039,+38331855373,+44792109306,+16010725556,+85368017782,+55926522419,+09936366249,+84578157819,+59511091618,+07398490467,+75441813389,+44431047212,+20305072942,+27043908938,+18755458305,+16847224200,+83818291081,+61090455764,+89837538515,+81718716057,+25547280700,+93847267261,+39696873056,+29412346923,+78343748556,+38333312238,+56669230162,+68417515560,+16845127401,+42458053659,+53793229971,+96181940713,+50589028316,+96634996921,+18931949602,+70392616497,+63333453731,+52665029984,+94857049879,+62598442787,+71579530817,+21652349122,+90318029227,+49204227389,+64578457289,+23704780523,+09968208214,+68967114420,+28832466602,+75217963560,+37783491948,+23844672275,+92930708335,+36038167038,+18110959536,+81204228441,+54661627747,+92873416061,+99803331492,+91070763864,+48030597291,+46534506345,+38756549774,+94289108169,+97008008187,+33348475148,+64836031805,+42413690279,+20223385914,+19886295937,+44632669366,+77581676771,+28653639031,+04624243828,+48683354269,+89973812569,+65649757437,+76015943078;
sms:+32610632489,+21583337005,+70057154291,+92523051673,+91788190726,+59448379531,+68258215047,+05814307714,+36606875462,+92378566089,+11158147386,+49077015475,+79422141790,+80664575829,+82698336668,+09108162809,+66163893826,+89929484790,+91190527221,+39227759037,+65349231352,+18122764884,+48056566562,+60684567028,+89762243222,+18867335446,+42324347313,+96535202856,+47927663449,+55255782121,+60644006097,+82210108188,+81549565163,+43678374667,+59264272455,+75736486291,+54691090654,+41427940437,+88687299392,+48400447393,+15577465274,+25004105794,+50920754629,+37067244553,+90956752259,+24870406082,+55404962554,+61797217472,+36290850396,+09891152856,+66569963317,+32393470989,+84094576943,+92043984595,+80938815767,+88016272072,+20646026272,+98128510511,+13120919598,+46289211210,+38614280092,+32036649860,+19271917223,+70135806803,+03713581165,+15460348591,+94579583035,+19039878463,+63097506726,+81251103355,+58021188454,+17890782684,+10616390796,+53618409302,+94929121934,+51717180992,+90255316021,+85924050914,+24717297953,+94816477868,+35810740657,+05144489451,+69302857786,+87718761918,+02111852046,+83545007142,+59449093205,+50840296133,+77462952684,+95826348457,+96281954741,+53006186333,+59180005822,+01619678256,+78277914564,+23433393799,+88444225523,+49864006023,+50600103027,+81344463313,+69245843710;
tel:+38858868157,+21080632573,+08766102959,+23863106083,+32416588290,+27709940343,+89075112936,+74128243464,+90377086195,+23246864877,+59337399481,+43550332086,+40755528941,+18306222101,+72922904235,+21156176059,+15076158551,+93608534919,+55917688508,+85925742012,+46918096600,+41798439727,+59083378192,+29445577396,+36739946823,+06610051188,+96022420034,+97627082433,+94534377403,+89966277086,+25066990147,+91795622555,+43773870552,+96064837209,+76856031601,+91148912654,+07348744415,+75174703900,+09673972627,+33878902888,+49477769577,+20414907915,+06542981215,+81491830958,+67447089916,+62649618536,+71424507870,+15266858798,+31645290987,+14054763136,+61145067190,+88246120304,+69842357256,+31449982487,+14456455870,+90324334867,+68698782475,+04437714891,+18989052149,+19014601695,+95396467248,+39308822234,+94177910534,+03728708749,+01741203825,+89214141000,+52524334454,+52777729087,+27288266175,+66494747327,+26210119847,+07565877491,+61335157668,+94713468869,+04890782080,+04013202701,+81967949451,+09824324892,+05191739287,+72030029457,+17662973122,+13411276650,+72840557300,+23701572698,+70470927964,+46514825907,+29695045102,+77981654842,+40524597941,+61888024437,+88471007636,+03251179617,+38763992371,+86160012730,+38324935542,+98049282843,+45694033763,+93287490255,+85862327489,+03667210652,+55256130102;
tel:+84313152391,+93578149926,+46493141050,+25207114688,+38367159897,+14702568354,+56401177130,+30658247350,+81556689604,+60944536783,+31154661320,+05318995321,+98592318170,+49610604065,+85326114006,+21099542308,+10603543150,+29435911943,+64920776680,+61252464312,+24484246028,+04971033057,+84845326867,+49880683017,+68513511742,+98170553636,+10901798676,+94840027387,+90170975662,+59381896733,+42636469023,+42830306037,+85958543498,+43537976952,+43216521278,+90198688175,+06516305841,+90200828374,+61153377892,+80698939274,+79964395630,+90129660690,+89927482876,+45417926682,+60595594501,+78194148113,+71284556816,+41180489927,+05912308558,+90927748804,+80081952961,+67720027584,+71813299199,+11220772129,+74252585110,+33539624175,+11806078871,+38490539610,+48485250420,+33926853796,+64496814541,+34045855703,+08618734889,+81628732862,+19757685929,+23945936388,+69401533444,+67332006840,+98514449656,+76474969527,+97647188195,+35842069498,+13604486021,+09090695556,+88731426535,+79542176059,+81981523730,+97057825509,+77826259752,+13340818437,+67197567551,+99964958361,+64935702404,+44504302705,+51803978008,+76841244398,+37115562811,+99534159557,+61223418856,+20025483914,+81503171552,+70014138093,+78070838082,+04872138417,+99227324232,+48652571300,+16644177878,+98840821191,+02153584955,+44098572701,+29302749207;
tel:+67137529807,+46008315054,+09254620285,+40410382532,+76133285440,+16453390848,+84406928984,+65500679868,+46237654432,+25937968535,+17422916521,+46334928439,+02019839573,+69320221934,+29689087099,+43613602108,+33325184776,+79215258368,+48901773944,+15737493917,+60073129186,+52206978419,+95117600374,+23177044087,+23056961310,+57619546336,+80922192937,+17730162471,+60291335720,+31870259087,+38514601305,+23264493887,+67302826621,+16310097270,+20527445953,+90833876092,+85260977593,+62047777222,+73092013356,+20698840395,+04997822331,+73224214774,+38333636724,+19785173179,+88124936830,+37588353758,+93672716846,+49564900644,+45806924252,+09550293204,+69642142211,+55970877285,+91296691977,+40095043648,+08396963829,+52917229093,+34610230366,+47549183585,+95903108564,+29908264436,+63910694431,+66377252739,+84934981541,+51311939375,+46287086791,+86316410692,+08068336699,+00543023500,+98543997121,+79930247926,+50995512275,+46293260084,+61181666061,+04811402793,+67195044204,+56220037087,+54013190574,+96078115047,+41832985952,+14918577366,+78772746487,+57629759846,+01860553356,+64301804899,+46485130178,+86241762793,+59499688487,+19056753016,+43017389279,+95421003602,+83101351634,+18056137215,+44095721355,+06655991541,+04592309743,+07246723648,+00584976000,+05016078926,+36528374661,+51686884112,+88692078160;
